"","fish_identifier","c_sp_fao","sample_label","sample_owner","scientific_name","sp_category","family","tissue","sample_position","c_ocean","sampling_date","lon_dec","lat_dec","EEZ","sex","macro_matury_stage","length_cm","c_length","whole_fishweight_kg","water_content","lipid_content","isoNC_lab","d13C_pm","X_C","d15N_pm","X_N","C_N","isoNC_sample_status","THg_lab","THg_analysis_method","THg_dw_ppb","THg_ww_ppb","THg_sample_status","comment","SST","MLD","Chl.a","NPP","d20","d18","d12","O2_375m","O2_200m","O2_100m","O2_50m","OCRR_375m","OCRR_200m","OCRR_100m","OCRR_50m","OCRR_total","d13Cdic","d13Cpom","d15Nno3","d15Npom","doxycline","dmaxremin","dnethetero","export_100m","export_dnethetero","Hg0_2x2.5","Hg0_6x7.5","drydep_2x2.5","drydep_6x7.5","wetdep_2x2.5","wetdep_6x7.5","totdep_2x2.5","totdep_6x7.5","d13C_cor","sample_year","region","region.col"
"3666","FM_BET_913","BET","TG2 15-95","Menard","Thunnus obesus","fish","Scombridae","white muscle","B","IO","03.06.2001",44.3,-9,"","unknown",999,44,"FL",1.7,NA,NA,"",-16.38,"44.82",12.24,"13",3.45,"lipidfree","GET/Médieu","DMA/AMA",153,NA,"lipidfree","",27.82714286,30.04857143,0.192385714,0.298557143,120.8285714,162.8857143,393.3571429,189.7285714,179.9428571,198.6428571,212.5,0.920771429,2.758,48.33142857,29.43,80.45857143,2.206285714,-17.94428571,7.755714286,2.905,94.19857143,67.93714286,100.7557143,59.38,26.20428571,1.04,1.04,3.03,2.56,5.33,5.63,8.36,8.19,-16.38,2001,"IO","gold"
"3667","FM_BET_916","BET","TG2 15-98","Menard","Thunnus obesus","fish","Scombridae","white muscle","B","IO","03.06.2001",44.3,-9,"","unknown",999,42,"FL",1.4,NA,NA,"",-16.44,"43.29",11.74,"12.75",3.4,"lipidfree","GET/Médieu","DMA/AMA",158,NA,"lipidfree","",27.82714286,30.04857143,0.192385714,0.298557143,120.8285714,162.8857143,393.3571429,189.7285714,179.9428571,198.6428571,212.5,0.920771429,2.758,48.33142857,29.43,80.45857143,2.206285714,-17.94428571,7.755714286,2.905,94.19857143,67.93714286,100.7557143,59.38,26.20428571,1.04,1.04,3.03,2.56,5.33,5.63,8.36,8.19,-16.44,2001,"IO","gold"
"3668","FM_BET_917","BET","TG2 15-99","Menard","Thunnus obesus","fish","Scombridae","white muscle","B","IO","03.06.2001",44.3,-9,"","unknown",999,42,"FL",1.5,NA,NA,"",-16.52,"45.21",11.3,"13.19",3.43,"lipidfree","GET/Médieu","DMA/AMA",176,NA,"lipidfree","",27.82714286,30.04857143,0.192385714,0.298557143,120.8285714,162.8857143,393.3571429,189.7285714,179.9428571,198.6428571,212.5,0.920771429,2.758,48.33142857,29.43,80.45857143,2.206285714,-17.94428571,7.755714286,2.905,94.19857143,67.93714286,100.7557143,59.38,26.20428571,1.04,1.04,3.03,2.56,5.33,5.63,8.36,8.19,-16.52,2001,"IO","gold"
"3669","FM_BET_923","BET","TG2 26-110","Menard","Thunnus obesus","fish","Scombridae","white muscle","B","IO","18.06.2001",62,-0.5,"","F",999,77,"FL",9,NA,NA,"",-17.35,"46.88",13.25,"12.67",3.7,"lipidfree","GET/Médieu","DMA/AMA",871,NA,"lipidfree","",29.46857143,34.82142857,0.158014286,0.296114286,114.1571429,144.0142857,394.4857143,144.1714286,144.5571429,199.1428571,203.4428571,1.029614286,2.57,64.01428571,15.95428571,75.53142857,2.248714286,-18.23285714,6.407142857,2.578142857,101.4957143,75.15142857,109.5442857,55.44142857,21.69571429,1.16,1.16,2.47,2.46,12.76,12.66,15.23,15.12,-16.1294954054054,2001,"IO","gold"
"3670","FM_BET_924","BET","TG2 26-111","Menard","Thunnus obesus","fish","Scombridae","white muscle","B","IO","18.06.2001",62,-0.5,"","F",999,66,"FL",5.4,NA,NA,"",-16.67,"44.68",13.07,"12.4",3.6,"lipidfree","","",NA,NA,"","",29.46857143,34.82142857,0.158014286,0.296114286,114.1571429,144.0142857,394.4857143,144.1714286,144.5571429,199.1428571,203.4428571,1.029614286,2.57,64.01428571,15.95428571,75.53142857,2.248714286,-18.23285714,6.407142857,2.578142857,101.4957143,75.15142857,109.5442857,55.44142857,21.69571429,NA,NA,NA,NA,NA,NA,NA,NA,-15.6236202777778,2001,"IO","gold"
"3671","FM_BET_925","BET","TG2 26-112","Menard","Thunnus obesus","fish","Scombridae","white muscle","B","IO","18.06.2001",62,-0.5,"","F",999,81,"FL",10.1,NA,NA,"",-17.09,"46.26",13.71,"12.21",3.79,"lipidfree","GET/Médieu","DMA/AMA",794,NA,"lipidfree","",29.46857143,34.82142857,0.158014286,0.296114286,114.1571429,144.0142857,394.4857143,144.1714286,144.5571429,199.1428571,203.4428571,1.029614286,2.57,64.01428571,15.95428571,75.53142857,2.248714286,-18.23285714,6.407142857,2.578142857,101.4957143,75.15142857,109.5442857,55.44142857,21.69571429,1.16,1.16,2.47,2.46,12.76,12.66,15.23,15.12,-15.7206393139842,2001,"IO","gold"
"3672","FM_BET_926","BET","TG2 26-113","Menard","Thunnus obesus","fish","Scombridae","white muscle","B","IO","18.06.2001",62,-0.5,"","M",999,84,"FL",10.4,NA,NA,"",-17.21,"46.94",13.7,"12.56",3.74,"lipidfree","","",NA,NA,"","",29.46857143,34.82142857,0.158014286,0.296114286,114.1571429,144.0142857,394.4857143,144.1714286,144.5571429,199.1428571,203.4428571,1.029614286,2.57,64.01428571,15.95428571,75.53142857,2.248714286,-18.23285714,6.407142857,2.578142857,101.4957143,75.15142857,109.5442857,55.44142857,21.69571429,NA,NA,NA,NA,NA,NA,NA,NA,-15.9224526737968,2001,"IO","gold"
"3673","FM_BET_927","BET","TG2 26-114","Menard","Thunnus obesus","fish","Scombridae","white muscle","B","IO","18.06.2001",62,-0.5,"","unknown",999,65,"FL",5.4,NA,NA,"",-16.62,"44.46",13.51,"12.34",3.6,"lipidfree","","",NA,NA,"","",29.46857143,34.82142857,0.158014286,0.296114286,114.1571429,144.0142857,394.4857143,144.1714286,144.5571429,199.1428571,203.4428571,1.029614286,2.57,64.01428571,15.95428571,75.53142857,2.248714286,-18.23285714,6.407142857,2.578142857,101.4957143,75.15142857,109.5442857,55.44142857,21.69571429,NA,NA,NA,NA,NA,NA,NA,NA,-15.5736202777778,2001,"IO","gold"
"3674","FM_BET_928","BET","TG2 26-115","Menard","Thunnus obesus","fish","Scombridae","white muscle","B","IO","18.06.2001",62,-0.5,"","unknown",999,52,"FL",3,NA,NA,"",-17.06,"48.64",12.96,"13.42",3.62,"lipidfree","","",NA,NA,"","",29.46857143,34.82142857,0.158014286,0.296114286,114.1571429,144.0142857,394.4857143,144.1714286,144.5571429,199.1428571,203.4428571,1.029614286,2.57,64.01428571,15.95428571,75.53142857,2.248714286,-18.23285714,6.407142857,2.578142857,101.4957143,75.15142857,109.5442857,55.44142857,21.69571429,NA,NA,NA,NA,NA,NA,NA,NA,-15.9780256906077,2001,"IO","gold"
"3675","FM_BET_929","BET","TG2 26-117","Menard","Thunnus obesus","fish","Scombridae","white muscle","B","IO","18.06.2001",62,-0.5,"","unknown",999,44,"FL",1.4,NA,NA,"",-16.39,"44.97",12.28,"13.23",3.4,"lipidfree","","",NA,NA,"","",29.46857143,34.82142857,0.158014286,0.296114286,114.1571429,144.0142857,394.4857143,144.1714286,144.5571429,199.1428571,203.4428571,1.029614286,2.57,64.01428571,15.95428571,75.53142857,2.248714286,-18.23285714,6.407142857,2.578142857,101.4957143,75.15142857,109.5442857,55.44142857,21.69571429,NA,NA,NA,NA,NA,NA,NA,NA,-16.39,2001,"IO","gold"
"3676","FM_BET_96","BET","AM2-5-BET-11","Menard","Thunnus obesus","fish","Scombridae","white muscle","B","IO","23.10.2001",54.6,-2.9,"","F",999,138,"FL",NA,NA,NA,"",-16.99,"32.78",14.16,"9.14",3.59,"lipidfree","","",NA,NA,"","",27.92714286,26.47571429,0.229171429,0.4067,105.9871429,139.3857143,365.3142857,162.4285714,168.8142857,189.5,211.6285714,1.043842857,2.615428571,46.95714286,92.76857143,105.0271429,2.182285714,-17.58285714,8.565142857,3.124857143,92.71428571,56.47142857,88.77571429,72.21142857,36.67857143,NA,NA,NA,NA,NA,NA,NA,NA,-15.9615662952646,2001,"IO","gold"
"3677","FM_BET_97","BET","AM2-5-BET-7","Menard","Thunnus obesus","fish","Scombridae","white muscle","B","IO","23.10.2001",54.6,-2.9,"","M",999,147,"FL",NA,NA,NA,"",-16.93,"45.69",14.65,"13.03",3.51,"lipidfree","","",NA,NA,"","",27.92714286,26.47571429,0.229171429,0.4067,105.9871429,139.3857143,365.3142857,162.4285714,168.8142857,189.5,211.6285714,1.043842857,2.615428571,46.95714286,92.76857143,105.0271429,2.182285714,-17.58285714,8.565142857,3.124857143,92.71428571,56.47142857,88.77571429,72.21142857,36.67857143,NA,NA,NA,NA,NA,NA,NA,NA,-16.0488156695157,2001,"IO","gold"
"3678","FM_SKJ_403","SKJ","GU1-1","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","09.10.2001",54,-3.2,"","M",999,60,"FL",5.5,NA,NA,"",-16.28,"45.99",12.58,"13.38",3.44,"lipidfree","","",NA,NA,"","",27.81428571,29.31714286,0.236442857,0.411657143,99.91428571,137.1857143,362.4571429,165.0571429,171.8857143,186.9142857,212.3857143,1.0393,2.672714286,41.01142857,92.39857143,101.1642857,2.164857143,-17.63,7.698571429,3.053428571,79.46714286,56.47142857,90.71571429,71.43285714,38.53714286,NA,NA,NA,NA,NA,NA,NA,NA,-16.28,2001,"IO","gold"
"3679","FM_SKJ_404","SKJ","GU1-101","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","27.10.2001",57.8,-2.6,"","F",999,64,"FL",5.7,NA,NA,"",-16.67,"48.36",13.43,"14.72",3.28,"lipidfree","GET/Médieu","DMA/AMA",824,NA,"lipidfree","",28.49142857,26.85142857,0.208142857,0.351114286,102.2928571,140.4,374.2285714,154.8857143,157.1857143,190.3571429,211.3857143,1.056114286,2.596428571,48.22714286,61.42571429,89.82714286,2.199714286,-17.87285714,7.164285714,2.862428571,92.65857143,60.76142857,97.19571429,66.79,29.47,1.13,1.13,2.23,2.22,12.25,12.25,14.48,14.47,-16.67,2001,"IO","gold"
"3680","FM_SKJ_408","SKJ","GU1-105","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","27.10.2001",57.8,-2.6,"","F",999,65,"FL",6,NA,NA,"",-16.38,"48.5",12.63,"14.57",3.33,"lipidfree","","",NA,NA,"","",28.49142857,26.85142857,0.208142857,0.351114286,102.2928571,140.4,374.2285714,154.8857143,157.1857143,190.3571429,211.3857143,1.056114286,2.596428571,48.22714286,61.42571429,89.82714286,2.199714286,-17.87285714,7.164285714,2.862428571,92.65857143,60.76142857,97.19571429,66.79,29.47,NA,NA,NA,NA,NA,NA,NA,NA,-16.38,2001,"IO","gold"
"3681","FM_SKJ_409","SKJ","GU1-106","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","27.10.2001",57.8,-2.6,"","M",999,65,"FL",6,NA,NA,"",-16.37,"43.54",12.34,"12.85",3.39,"lipidfree","GET/Médieu","DMA/AMA",565,NA,"lipidfree","",28.49142857,26.85142857,0.208142857,0.351114286,102.2928571,140.4,374.2285714,154.8857143,157.1857143,190.3571429,211.3857143,1.056114286,2.596428571,48.22714286,61.42571429,89.82714286,2.199714286,-17.87285714,7.164285714,2.862428571,92.65857143,60.76142857,97.19571429,66.79,29.47,1.13,1.13,2.23,2.22,12.25,12.25,14.48,14.47,-16.37,2001,"IO","gold"
"3682","FM_SKJ_410","SKJ","GU1-107","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","27.10.2001",57.8,-2.6,"","M",999,63,"FL",5.6,NA,NA,"",-16.47,"43.73",13.22,"13.06",3.35,"lipidfree","","",NA,NA,"","",28.49142857,26.85142857,0.208142857,0.351114286,102.2928571,140.4,374.2285714,154.8857143,157.1857143,190.3571429,211.3857143,1.056114286,2.596428571,48.22714286,61.42571429,89.82714286,2.199714286,-17.87285714,7.164285714,2.862428571,92.65857143,60.76142857,97.19571429,66.79,29.47,NA,NA,NA,NA,NA,NA,NA,NA,-16.47,2001,"IO","gold"
"3683","FM_SKJ_420","SKJ","GU1-116","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","27.10.2001",57.8,-2.6,"","M",999,67,"FL",6.5,NA,NA,"",-17.46,"21.33",12.94,"6.01",3.55,"lipidfree","","",NA,NA,"","",28.49142857,26.85142857,0.208142857,0.351114286,102.2928571,140.4,374.2285714,154.8857143,157.1857143,190.3571429,211.3857143,1.056114286,2.596428571,48.22714286,61.42571429,89.82714286,2.199714286,-17.87285714,7.164285714,2.862428571,92.65857143,60.76142857,97.19571429,66.79,29.47,NA,NA,NA,NA,NA,NA,NA,NA,-16.5043614084507,2001,"IO","gold"
"3684","FM_SKJ_421","SKJ","GU1-117","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","27.10.2001",57.8,-2.6,"","M",999,63,"FL",5.8,NA,NA,"",-15.88,"44.53",12.46,"13.25",3.36,"lipidfree","","",NA,NA,"","",28.49142857,26.85142857,0.208142857,0.351114286,102.2928571,140.4,374.2285714,154.8857143,157.1857143,190.3571429,211.3857143,1.056114286,2.596428571,48.22714286,61.42571429,89.82714286,2.199714286,-17.87285714,7.164285714,2.862428571,92.65857143,60.76142857,97.19571429,66.79,29.47,NA,NA,NA,NA,NA,NA,NA,NA,-15.88,2001,"IO","gold"
"3685","FM_SKJ_422","SKJ","GU1-118","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","27.10.2001",57.8,-2.6,"","F",999,47,"FL",2,NA,NA,"",-16.44,"47.47",13.27,"14.07",3.38,"lipidfree","GET/Médieu","DMA/AMA",486,NA,"lipidfree","",28.49142857,26.85142857,0.208142857,0.351114286,102.2928571,140.4,374.2285714,154.8857143,157.1857143,190.3571429,211.3857143,1.056114286,2.596428571,48.22714286,61.42571429,89.82714286,2.199714286,-17.87285714,7.164285714,2.862428571,92.65857143,60.76142857,97.19571429,66.79,29.47,1.13,1.13,2.23,2.22,12.25,12.25,14.48,14.47,-16.44,2001,"IO","gold"
"3686","FM_SKJ_423","SKJ","GU1-119","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","27.10.2001",57.8,-2.6,"","F",999,44,"FL",1.7,NA,NA,"",-16.92,"46.16",12.87,"13.73",3.36,"lipidfree","GET/Médieu","DMA/AMA",294,NA,"lipidfree","",28.49142857,26.85142857,0.208142857,0.351114286,102.2928571,140.4,374.2285714,154.8857143,157.1857143,190.3571429,211.3857143,1.056114286,2.596428571,48.22714286,61.42571429,89.82714286,2.199714286,-17.87285714,7.164285714,2.862428571,92.65857143,60.76142857,97.19571429,66.79,29.47,1.13,1.13,2.23,2.22,12.25,12.25,14.48,14.47,-16.92,2001,"IO","gold"
"3687","FM_SKJ_436","SKJ","GU1-136","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","29.10.2001",56.4,-3.2,"","M",999,55,"FL",3.6,NA,NA,"",-16.76,"44.94",13.32,"13.38",3.36,"lipidfree","GET/Médieu","DMA/AMA",834,NA,"lipidfree","",28.10857143,26.98714286,0.238042857,0.405542857,96.58285714,134.4285714,366.9571429,160.3142857,164.7142857,184.6714286,213.2714286,1.0198,2.559857143,36.68428571,98.79857143,94.71285714,2.159428571,-17.71714286,7.670285714,2.958285714,80.93714286,53.60142857,93.63,68.93714286,37.11,1.11,1.11,2.12,2.15,12.44,12.26,14.56,14.41,-16.76,2001,"IO","gold"
"3688","FM_SKJ_440","SKJ","GU1-142","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","29.10.2001",56.4,-3.2,"","M",999,52,"FL",3,NA,NA,"",-16.67,"44.36",13.05,"13.18",3.37,"lipidfree","","",NA,NA,"","",28.10857143,26.98714286,0.238042857,0.405542857,96.58285714,134.4285714,366.9571429,160.3142857,164.7142857,184.6714286,213.2714286,1.0198,2.559857143,36.68428571,98.79857143,94.71285714,2.159428571,-17.71714286,7.670285714,2.958285714,80.93714286,53.60142857,93.63,68.93714286,37.11,NA,NA,NA,NA,NA,NA,NA,NA,-16.67,2001,"IO","gold"
"3689","FM_SKJ_441","SKJ","GU1-143","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","29.10.2001",56.4,-3.2,"","M",999,49,"FL",2.4,NA,NA,"",-16.68,"42.86",12.76,"12.58",3.41,"lipidfree","","",NA,NA,"","",28.10857143,26.98714286,0.238042857,0.405542857,96.58285714,134.4285714,366.9571429,160.3142857,164.7142857,184.6714286,213.2714286,1.0198,2.559857143,36.68428571,98.79857143,94.71285714,2.159428571,-17.71714286,7.670285714,2.958285714,80.93714286,53.60142857,93.63,68.93714286,37.11,NA,NA,NA,NA,NA,NA,NA,NA,-16.68,2001,"IO","gold"
"3690","FM_SKJ_442","SKJ","GU1-144","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","29.10.2001",56.4,-3.2,"","M",999,43,"FL",1.7,NA,NA,"",-16.72,"45.72",12.75,"13.52",3.38,"lipidfree","","",NA,NA,"","",28.10857143,26.98714286,0.238042857,0.405542857,96.58285714,134.4285714,366.9571429,160.3142857,164.7142857,184.6714286,213.2714286,1.0198,2.559857143,36.68428571,98.79857143,94.71285714,2.159428571,-17.71714286,7.670285714,2.958285714,80.93714286,53.60142857,93.63,68.93714286,37.11,NA,NA,NA,NA,NA,NA,NA,NA,-16.72,2001,"IO","gold"
"3691","FM_SKJ_443","SKJ","GU1-145","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","29.10.2001",56.4,-3.2,"","M",999,47,"FL",2,NA,NA,"",-16.59,"45.72",13.31,"13.54",3.38,"lipidfree","","",NA,NA,"","",28.10857143,26.98714286,0.238042857,0.405542857,96.58285714,134.4285714,366.9571429,160.3142857,164.7142857,184.6714286,213.2714286,1.0198,2.559857143,36.68428571,98.79857143,94.71285714,2.159428571,-17.71714286,7.670285714,2.958285714,80.93714286,53.60142857,93.63,68.93714286,37.11,NA,NA,NA,NA,NA,NA,NA,NA,-16.59,2001,"IO","gold"
"3692","FM_SKJ_444","SKJ","GU1-146","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","29.10.2001",56.4,-3.2,"","F",999,45,"FL",1.8,NA,NA,"",-16.72,"45.21",12.44,"13.35",3.39,"lipidfree","","",NA,NA,"","",28.10857143,26.98714286,0.238042857,0.405542857,96.58285714,134.4285714,366.9571429,160.3142857,164.7142857,184.6714286,213.2714286,1.0198,2.559857143,36.68428571,98.79857143,94.71285714,2.159428571,-17.71714286,7.670285714,2.958285714,80.93714286,53.60142857,93.63,68.93714286,37.11,NA,NA,NA,NA,NA,NA,NA,NA,-16.72,2001,"IO","gold"
"3693","FM_SKJ_445","SKJ","GU1-149","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","01.11.2001",49.8,1.7,"","unknown",999,34,"FL",0.7,NA,NA,"",-16.04,"45.72",12.75,"13.4",3.41,"lipidfree","","",NA,NA,"","",27.47857143,46.79,0.178928571,0.311071429,110.5142857,142.5142857,382.8714286,163.8571429,175.7142857,192.3428571,207.3,0.8966,2.192714286,52.28714286,27.38571429,75.60714286,2.227142857,-17.87428571,8.141285714,3.022857143,89.63857143,78.02857143,110.5428571,53.33571429,28.83714286,NA,NA,NA,NA,NA,NA,NA,NA,-16.04,2001,"IO","gold"
"3694","FM_SKJ_448","SKJ","GU1-150","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","01.11.2001",49.8,1.7,"","unknown",999,34,"FL",0.7,NA,NA,"",-16.47,"46.2",13,"13.69",3.38,"lipidfree","GET/Médieu","DMA/AMA",118,NA,"lipidfree","",27.47857143,46.79,0.178928571,0.311071429,110.5142857,142.5142857,382.8714286,163.8571429,175.7142857,192.3428571,207.3,0.8966,2.192714286,52.28714286,27.38571429,75.60714286,2.227142857,-17.87428571,8.141285714,3.022857143,89.63857143,78.02857143,110.5428571,53.33571429,28.83714286,1.15,1.14,2.51,2.51,5.71,5.47,8.22,7.98,-16.47,2001,"IO","gold"
"3695","FM_SKJ_449","SKJ","GU1-151","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","01.11.2001",49.8,1.7,"","unknown",999,36,"FL",0.8,NA,NA,"",-15.93,"47.07",12.99,"13.68",3.44,"lipidfree","GET/Médieu","DMA/AMA",109,NA,"lipidfree","",27.47857143,46.79,0.178928571,0.311071429,110.5142857,142.5142857,382.8714286,163.8571429,175.7142857,192.3428571,207.3,0.8966,2.192714286,52.28714286,27.38571429,75.60714286,2.227142857,-17.87428571,8.141285714,3.022857143,89.63857143,78.02857143,110.5428571,53.33571429,28.83714286,1.15,1.14,2.51,2.51,5.71,5.47,8.22,7.98,-15.93,2001,"IO","gold"
"3696","FM_SKJ_450","SKJ","GU1-152","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","01.11.2001",49.8,1.7,"","unknown",999,36,"FL",0.8,NA,NA,"",-15.84,"47.94",12.99,"14.14",3.39,"lipidfree","","",NA,NA,"","",27.47857143,46.79,0.178928571,0.311071429,110.5142857,142.5142857,382.8714286,163.8571429,175.7142857,192.3428571,207.3,0.8966,2.192714286,52.28714286,27.38571429,75.60714286,2.227142857,-17.87428571,8.141285714,3.022857143,89.63857143,78.02857143,110.5428571,53.33571429,28.83714286,NA,NA,NA,NA,NA,NA,NA,NA,-15.84,2001,"IO","gold"
"3697","FM_SKJ_451","SKJ","GU1-153","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","01.11.2001",49.8,1.7,"","unknown",999,33,"FL",0.6,NA,NA,"",-16.09,"44.58",12.96,"13.21",3.38,"lipidfree","","",NA,NA,"","",27.47857143,46.79,0.178928571,0.311071429,110.5142857,142.5142857,382.8714286,163.8571429,175.7142857,192.3428571,207.3,0.8966,2.192714286,52.28714286,27.38571429,75.60714286,2.227142857,-17.87428571,8.141285714,3.022857143,89.63857143,78.02857143,110.5428571,53.33571429,28.83714286,NA,NA,NA,NA,NA,NA,NA,NA,-16.09,2001,"IO","gold"
"3698","FM_SKJ_452","SKJ","GU1-154","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","01.11.2001",49.8,1.7,"","unknown",999,32,"FL",0.5,NA,NA,"",-16.48,"42.64",12.91,"12.44",3.43,"lipidfree","","",NA,NA,"","",27.47857143,46.79,0.178928571,0.311071429,110.5142857,142.5142857,382.8714286,163.8571429,175.7142857,192.3428571,207.3,0.8966,2.192714286,52.28714286,27.38571429,75.60714286,2.227142857,-17.87428571,8.141285714,3.022857143,89.63857143,78.02857143,110.5428571,53.33571429,28.83714286,NA,NA,NA,NA,NA,NA,NA,NA,-16.48,2001,"IO","gold"
"3699","FM_SKJ_453","SKJ","GU1-155","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","01.11.2001",49.8,1.7,"","unknown",999,31,"FL",0.5,NA,NA,"",-16.4,"44.85",12.9,"13.3",3.37,"lipidfree","","",NA,NA,"","",27.47857143,46.79,0.178928571,0.311071429,110.5142857,142.5142857,382.8714286,163.8571429,175.7142857,192.3428571,207.3,0.8966,2.192714286,52.28714286,27.38571429,75.60714286,2.227142857,-17.87428571,8.141285714,3.022857143,89.63857143,78.02857143,110.5428571,53.33571429,28.83714286,NA,NA,NA,NA,NA,NA,NA,NA,-16.4,2001,"IO","gold"
"3700","FM_SKJ_454","SKJ","GU1-156","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","01.11.2001",49.8,1.7,"","unknown",999,30,"FL",0.5,NA,NA,"",-16.26,"47.25",13.02,"14",3.37,"lipidfree","GET/Médieu","DMA/AMA",113,NA,"lipidfree","",27.47857143,46.79,0.178928571,0.311071429,110.5142857,142.5142857,382.8714286,163.8571429,175.7142857,192.3428571,207.3,0.8966,2.192714286,52.28714286,27.38571429,75.60714286,2.227142857,-17.87428571,8.141285714,3.022857143,89.63857143,78.02857143,110.5428571,53.33571429,28.83714286,1.15,1.14,2.51,2.51,5.71,5.47,8.22,7.98,-16.26,2001,"IO","gold"
"3701","FM_SKJ_455","SKJ","GU1-157a","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","01.11.2001",49.8,1.7,"","F",999,68,"FL",7.4,NA,NA,"",-15.87,"42.09",12.85,"12.67",3.32,"bulk","","",NA,NA,"","",27.47857143,46.79,0.178928571,0.311071429,110.5142857,142.5142857,382.8714286,163.8571429,175.7142857,192.3428571,207.3,0.8966,2.192714286,52.28714286,27.38571429,75.60714286,2.227142857,-17.87428571,8.141285714,3.022857143,89.63857143,78.02857143,110.5428571,53.33571429,28.83714286,NA,NA,NA,NA,NA,NA,NA,NA,-15.87,2001,"IO","gold"
"3702","FM_SKJ_473","SKJ","GU1-175","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","01.11.2001",49.8,1.7,"","M",999,60,"FL",4.7,NA,NA,"",-15.61,"46.64",13.09,"13.77",3.39,"lipidfree","GET/Médieu","DMA/AMA",330,NA,"lipidfree","",27.47857143,46.79,0.178928571,0.311071429,110.5142857,142.5142857,382.8714286,163.8571429,175.7142857,192.3428571,207.3,0.8966,2.192714286,52.28714286,27.38571429,75.60714286,2.227142857,-17.87428571,8.141285714,3.022857143,89.63857143,78.02857143,110.5428571,53.33571429,28.83714286,1.15,1.14,2.51,2.51,5.71,5.47,8.22,7.98,-15.61,2001,"IO","gold"
"3703","FM_SKJ_478","SKJ","GU1-18","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","14.10.2001",46.7,-4.3,"","F",999,45,"FL",1.7,NA,NA,"",-17.17,"34.81",12.47,"10.28",3.39,"lipidfree","","",NA,NA,"","",26.63142857,33.58142857,0.253157143,0.391242857,81.25857143,113.11,337.8571429,182.3857143,183.0428571,181.3142857,215.4285714,0.8566,2.068857143,25.11285714,80.42428571,85.26714286,2.107857143,-17.73714286,7.591857143,2.906857143,70.81428571,56.46571429,100.3228571,66.41571429,40.48714286,NA,NA,NA,NA,NA,NA,NA,NA,-17.17,2001,"IO","gold"
"3704","FM_SKJ_482","SKJ","GU1-183","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","01.11.2001",49.8,1.7,"","F",999,60,"FL",4.8,NA,NA,"",-15.64,"37.32",13.18,"11.01",3.39,"lipidfree","GET/Médieu","DMA/AMA",387,NA,"lipidfree","",27.47857143,46.79,0.178928571,0.311071429,110.5142857,142.5142857,382.8714286,163.8571429,175.7142857,192.3428571,207.3,0.8966,2.192714286,52.28714286,27.38571429,75.60714286,2.227142857,-17.87428571,8.141285714,3.022857143,89.63857143,78.02857143,110.5428571,53.33571429,28.83714286,1.15,1.14,2.51,2.51,5.71,5.47,8.22,7.98,-15.64,2001,"IO","gold"
"3705","FM_SKJ_483","SKJ","GU1-184","Menard","Katsuwonus pelamis","fish","Scombridae","white muscle","B","IO","01.11.2001",49.8,1.7,"","M",999,55,"FL",3.7,NA,NA,"",-15.95,"45.31",12.81,"13.41",3.38,"lipidfree","GET/Médieu","DMA/AMA",498,NA,"lipidfree","",27.47857143,46.79,0.178928571,0.311071429,110.5142857,142.5142857,382.8714286,163.8571429,175.7142857,192.3428571,207.3,0.8966,2.192714286,52.28714286,27.38571429,75.60714286,2.227142857,-17.87428571,8.141285714,3.022857143,89.63857143,78.02857143,110.5428571,53.33571429,28.83714286,1.15,1.14,2.51,2.51,5.71,5.47,8.22,7.98,-15.95,2001,"IO","gold"
