"","fish_identifier","c_sp_fao","sample_label","sample_owner","scientific_name","sp_category","family","tissue","sample_position","c_ocean","sampling_date","lon_dec","lat_dec","EEZ","sex","macro_matury_stage","length_cm","c_length","whole_fishweight_kg","water_content","lipid_content","isoNC_lab","d13C_pm","X_C","d15N_pm","X_N","C_N","isoNC_sample_status","THg_lab","THg_analysis_method","THg_dw_ppb","THg_ww_ppb","THg_sample_status","comment","SST","MLD","Chl.a","NPP","d20","d18","d12","O2_375m","O2_200m","O2_100m","O2_50m","OCRR_375m","OCRR_200m","OCRR_100m","OCRR_50m","OCRR_total","d13Cdic","d13Cpom","d15Nno3","d15Npom","doxycline","dmaxremin","dnethetero","export_100m","export_dnethetero","Hg0_2x2.5","Hg0_6x7.5","drydep_2x2.5","drydep_6x7.5","wetdep_2x2.5","wetdep_6x7.5","totdep_2x2.5","totdep_6x7.5","d13C_cor","sample_year","region","region.col"
"310","104768_114322_11034","BET","SMB  _09-03_39_A_11034","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","15.11.2009",177.8,-20.1,"FJ","M",999,111,"FL",NA,NA,NA,"",-16.7,"43",11.5,"13.7",3.2,"bulk","GET","DMA/AMA",5419,NA,"bulk","",25.35142857,42.25285714,0.104651429,0.160414286,237.7428571,286.2714286,444.3142857,195.0428571,194.3857143,212.4571429,210.1571429,0.915328571,4.280428571,48.43142857,12.20028571,56.40571429,2.459857143,-18.86857143,10.07171429,4.361571429,127.0142857,96.99142857,121.0714286,22.56571429,14.24714286,0.91,0.91,5.59,5.98,7.21,7.08,12.8,13.06,-16.7,2009,"WPO","seagreen"
"311","104776_114330_","SKJ","SMB_09-03_047","CPS/Allain","Katsuwonus pelamis","fish","Scombridae","white muscle","A","PO","16.11.2009",177.7,-20.1,"FJ","F",999,63,"FL",NA,NA,NA,"",-18.73,"44.63",10.08,"13.84",3.22,"bulk","IRD NOUMEA","",566.5,NA,"bulk","",25.35142857,42.25285714,0.104651429,0.160414286,237.7428571,286.2714286,444.3142857,195.0428571,194.3857143,212.4571429,210.1571429,0.915328571,4.280428571,48.43142857,12.20028571,56.40571429,2.459857143,-18.86857143,10.07171429,4.361571429,127.0142857,96.99142857,121.0714286,22.56571429,14.24714286,0.91,0.91,5.59,5.98,7.21,7.08,12.8,13.06,-18.73,2009,"WPO","seagreen"
"312","104780_114334_11046","YFT","SMB  _09-03_51_A_11046","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","17.11.2009",178,-20.1,"FJ","M",999,104,"FL",NA,NA,NA,"",-16.7,"44",12.2,"13.7",3.2,"bulk","GET","DMA/AMA",739,NA,"bulk","",25.27571429,41.44285714,0.107512857,0.1638,239.7285714,288.1714286,446.1285714,195,194.3285714,212.2,210.5,0.909471429,4.285142857,49.28428571,12.99714286,57.32714286,2.46,-18.85142857,10.55357143,4.454714286,127.0142857,95.49,121.1714286,22.85,14.53857143,0.91,0.91,5.59,5.98,7.21,7.08,12.8,13.06,-16.7,2009,"WPO","seagreen"
"313","104782_114336_11048","YFT","SMB  _09-03_53_A_11048","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","20.11.2009",176,-17.6,"FJ","F",999,126,"FL",NA,NA,NA,"",-15.9,"43",14.2,"13.1",3.3,"bulk","GET","DMA/AMA",900,NA,"bulk","",26.15571429,39.20857143,0.086115714,0.1707,245.5,289.4714286,433.2857143,189.3428571,191.5142857,210.7285714,208.2571429,1.038885714,5.403142857,52.94428571,9.924857143,60.86285714,2.469571429,-18.95571429,8.104714286,4.350428571,125.3285714,101.4957143,127.3714286,21.22428571,14.29571429,0.93,0.93,6.59,5.49,7.97,7.97,14.56,13.46,-15.9,2009,"WPO","seagreen"
"314","104783_114337_11049","YFT","SMB  _09-03_54_A_114337","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","20.11.2009",176,-17.6,"FJ","F",999,124,"FL",NA,NA,NA,"",-21,"57",9.4,"5",11.5,"bulk","GET","DMA/AMA",1415,NA,"bulk","",26.15571429,39.20857143,0.086115714,0.1707,245.5,289.4714286,433.2857143,189.3428571,191.5142857,210.7285714,208.2571429,1.038885714,5.403142857,52.94428571,9.924857143,60.86285714,2.469571429,-18.95571429,8.104714286,4.350428571,125.3285714,101.4957143,127.3714286,21.22428571,14.29571429,0.93,0.93,6.59,5.49,7.97,7.97,14.56,13.46,-15.5278202608696,2009,"WPO","seagreen"
"315","104784_114338_11050","BET","SMB  _09-03_55_A_11050","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","20.11.2009",176,-17.6,"FJ","F",999,95,"FL",NA,NA,NA,"",-17.2,"46",11.4,"12.3",3.7,"bulk","GET","DMA/AMA",2849,NA,"bulk","",26.15571429,39.20857143,0.086115714,0.1707,245.5,289.4714286,433.2857143,189.3428571,191.5142857,210.7285714,208.2571429,1.038885714,5.403142857,52.94428571,9.924857143,60.86285714,2.469571429,-18.95571429,8.104714286,4.350428571,125.3285714,101.4957143,127.3714286,21.22428571,14.29571429,0.93,0.93,6.59,5.49,7.97,7.97,14.56,13.46,-15.9794954054054,2009,"WPO","seagreen"
"316","104785_114339_11051","BET","SMB  _09-03_56_A_11051","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","20.11.2009",176,-17.6,"FJ","M",999,100,"FL",NA,NA,NA,"",-16.7,"44",11.8,"13.2",3.3,"bulk","GET","DMA/AMA",377,NA,"bulk","",26.15571429,39.20857143,0.086115714,0.1707,245.5,289.4714286,433.2857143,189.3428571,191.5142857,210.7285714,208.2571429,1.038885714,5.403142857,52.94428571,9.924857143,60.86285714,2.469571429,-18.95571429,8.104714286,4.350428571,125.3285714,101.4957143,127.3714286,21.22428571,14.29571429,0.93,0.93,6.59,5.49,7.97,7.97,14.56,13.46,-16.7,2009,"WPO","seagreen"
"317","104789_114343_11055","BET","SMB  _09-03_60_A_11055","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","21.11.2009",176.5,-17.3,"FJ","F",999,102,"FL",NA,NA,NA,"",-18.9,"50",9.1,"8.8",5.7,"bulk","GET","DMA/AMA",765,NA,"bulk","",26.15571429,39.20857143,0.086115714,0.1707,245.5,289.4714286,433.2857143,189.3428571,191.5142857,210.7285714,208.2571429,1.038885714,5.403142857,52.94428571,9.924857143,60.86285714,2.469571429,-18.95571429,8.104714286,4.350428571,125.3285714,101.4957143,127.3714286,21.22428571,14.29571429,0.93,0.93,1.82,5.69,9.42,8.69,11.24,14.38,-15.4800233333333,2009,"WPO","seagreen"
"318","104790_114344_11056","BET","SMB  _09-03_61_A_11056","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","21.11.2009",176.5,-17.3,"FJ","M",999,98,"FL",NA,NA,NA,"",-20,"53",9,"7.1",7.5,"bulk","GET","DMA/AMA",654,NA,"bulk","",26.15571429,39.20857143,0.086115714,0.1707,245.5,289.4714286,433.2857143,189.3428571,191.5142857,210.7285714,208.2571429,1.038885714,5.403142857,52.94428571,9.924857143,60.86285714,2.469571429,-18.95571429,8.104714286,4.350428571,125.3285714,101.4957143,127.3714286,21.22428571,14.29571429,0.93,0.93,1.82,5.69,9.42,8.69,11.24,14.38,-15.6034577333333,2009,"WPO","seagreen"
"319","104792_114346_11058","YFT","SMB  _09-03_63_A_11058","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","21.11.2009",176.5,-17.3,"FJ","F",999,144,"FL",NA,NA,NA,"",-16.9,"45",11.6,"12.1",3.7,"bulk","GET","DMA/AMA",1086,NA,"bulk","",26.15571429,39.20857143,0.086115714,0.1707,245.5,289.4714286,433.2857143,189.3428571,191.5142857,210.7285714,208.2571429,1.038885714,5.403142857,52.94428571,9.924857143,60.86285714,2.469571429,-18.95571429,8.104714286,4.350428571,125.3285714,101.4957143,127.3714286,21.22428571,14.29571429,0.93,0.93,1.82,5.69,9.42,8.69,11.24,14.38,-15.6794954054054,2009,"WPO","seagreen"
"320","104793_114347_11059","YFT","SMB  _09-03_64_A_114347","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","21.11.2009",176.5,-17.3,"FJ","F",999,146,"FL",NA,NA,NA,"",-17.4,"45",11.4,"12.8",3.5,"bulk","GET","DMA/AMA",2267,NA,"bulk","",26.15571429,39.20857143,0.086115714,0.1707,245.5,289.4714286,433.2857143,189.3428571,191.5142857,210.7285714,208.2571429,1.038885714,5.403142857,52.94428571,9.924857143,60.86285714,2.469571429,-18.95571429,8.104714286,4.350428571,125.3285714,101.4957143,127.3714286,21.22428571,14.29571429,0.93,0.93,1.82,5.69,9.42,8.69,11.24,14.38,-17.4,2009,"WPO","seagreen"
"321","104794_114348_11060","BET","SMB  _09-03_65_A_11060","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","23.11.2009",176.6,-17,"FJ","F",999,96,"FL",NA,NA,NA,"",-19.4,"53",10.5,"8.7",6.1,"bulk","GET","DMA/AMA",1387,NA,"bulk","",26.15571429,39.20857143,0.086115714,0.1707,245.5,289.4714286,433.2857143,189.3428571,191.5142857,210.7285714,208.2571429,1.038885714,5.403142857,52.94428571,9.924857143,60.86285714,2.469571429,-18.95571429,8.104714286,4.350428571,125.3285714,101.4957143,127.3714286,21.22428571,14.29571429,0.95,0.95,6.22,4.45,9.99,10.04,16.21,14.49,-15.7132021311475,2009,"WPO","seagreen"
"322","104798_114352_11064","YFT","SMB  _09-03_69_A_114352","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","23.11.2009",176.6,-17,"FJ","M",999,142,"FL",NA,NA,NA,"",-15.9,"39",14.5,"11.6",3.3,"bulk","GET","DMA/AMA",314,NA,"bulk","",26.15571429,39.20857143,0.086115714,0.1707,245.5,289.4714286,433.2857143,189.3428571,191.5142857,210.7285714,208.2571429,1.038885714,5.403142857,52.94428571,9.924857143,60.86285714,2.469571429,-18.95571429,8.104714286,4.350428571,125.3285714,101.4957143,127.3714286,21.22428571,14.29571429,0.95,0.95,6.22,4.45,9.99,10.04,16.21,14.49,-15.9,2009,"WPO","seagreen"
"323","104800_114354_11066","YFT","SMB  _09-03_71_A_114354","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","23.11.2009",176.6,-17,"FJ","M",999,137,"FL",NA,NA,NA,"",-16.5,"44",10.7,"13.3",3.3,"bulk","GET","DMA/AMA",1549,NA,"bulk","",26.15571429,39.20857143,0.086115714,0.1707,245.5,289.4714286,433.2857143,189.3428571,191.5142857,210.7285714,208.2571429,1.038885714,5.403142857,52.94428571,9.924857143,60.86285714,2.469571429,-18.95571429,8.104714286,4.350428571,125.3285714,101.4957143,127.3714286,21.22428571,14.29571429,0.95,0.95,6.22,4.45,9.99,10.04,16.21,14.49,-16.5,2009,"WPO","seagreen"
"324","104803_114357_11069","YFT","SMB  _09-03_74_A_11069","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","24.11.2009",176.7,-17.1,"FJ","M",999,135,"FL",NA,NA,NA,"",-16.2,"43",15.4,"13.3",3.2,"bulk","GET","DMA/AMA",533,NA,"bulk","",26.15571429,39.20857143,0.086115714,0.1707,245.5,289.4714286,433.2857143,189.3428571,191.5142857,210.7285714,208.2571429,1.038885714,5.403142857,52.94428571,9.924857143,60.86285714,2.469571429,-18.95571429,8.104714286,4.350428571,125.3285714,101.4957143,127.3714286,21.22428571,14.29571429,0.93,0.93,1.82,5.69,9.42,8.69,11.24,14.38,-16.2,2009,"WPO","seagreen"
"325","104805_114359_11071","BET","SMB  _09-03_76_A_11071","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","24.11.2009",176.7,-17.1,"FJ","F",999,156,"FL",NA,NA,NA,"",-16.1,"44",13.6,"13.4",3.2,"bulk","GET","DMA/AMA",8603,NA,"bulk","",26.15571429,39.20857143,0.086115714,0.1707,245.5,289.4714286,433.2857143,189.3428571,191.5142857,210.7285714,208.2571429,1.038885714,5.403142857,52.94428571,9.924857143,60.86285714,2.469571429,-18.95571429,8.104714286,4.350428571,125.3285714,101.4957143,127.3714286,21.22428571,14.29571429,0.93,0.93,1.82,5.69,9.42,8.69,11.24,14.38,-16.1,2009,"WPO","seagreen"
"326","104811_114365_11077","BET","SMB  _09-03_83_A_11077","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","26.11.2009",176.5,-17.7,"FJ","F",999,156,"FL",NA,NA,NA,"",-17,"43",13.8,"13.6",3.1,"bulk","GET","DMA/AMA",6583,NA,"bulk","",26.15571429,39.20857143,0.086115714,0.1707,245.5,289.4714286,433.2857143,189.3428571,191.5142857,210.7285714,208.2571429,1.038885714,5.403142857,52.94428571,9.924857143,60.86285714,2.469571429,-18.95571429,8.104714286,4.350428571,125.3285714,101.4957143,127.3714286,21.22428571,14.29571429,0.93,0.93,1.82,5.69,9.42,8.69,11.24,14.38,-17,2009,"WPO","seagreen"
"327","104814_114368_11080","YFT","SMB  _09-03_86_A_11080","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","26.11.2009",176.5,-17.7,"FJ","M",999,77,"FL",NA,NA,NA,"",-17.1,"44",10.4,"13.4",3.3,"bulk","GET","DMA/AMA",425,NA,"bulk","",26.15571429,39.20857143,0.086115714,0.1707,245.5,289.4714286,433.2857143,189.3428571,191.5142857,210.7285714,208.2571429,1.038885714,5.403142857,52.94428571,9.924857143,60.86285714,2.469571429,-18.95571429,8.104714286,4.350428571,125.3285714,101.4957143,127.3714286,21.22428571,14.29571429,0.93,0.93,1.82,5.69,9.42,8.69,11.24,14.38,-17.1,2009,"WPO","seagreen"
"328","104815_114369_11081","YFT","SMB  _09-03_87_A_11081","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","26.11.2009",176.5,-17.7,"FJ","M",999,79,"FL",NA,NA,NA,"",-16.5,"43",14.3,"13.3",3.2,"bulk","GET","DMA/AMA",268,NA,"bulk","",26.15571429,39.20857143,0.086115714,0.1707,245.5,289.4714286,433.2857143,189.3428571,191.5142857,210.7285714,208.2571429,1.038885714,5.403142857,52.94428571,9.924857143,60.86285714,2.469571429,-18.95571429,8.104714286,4.350428571,125.3285714,101.4957143,127.3714286,21.22428571,14.29571429,0.93,0.93,1.82,5.69,9.42,8.69,11.24,14.38,-16.5,2009,"WPO","seagreen"
"329","104816_114370_11082","YFT","SMB  _09-03_88_A_114370","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","26.11.2009",176.5,-17.7,"FJ","M",999,146,"FL",NA,NA,NA,"",-17.1,"46",17.1,"13",3.5,"bulk","GET","DMA/AMA",557,NA,"bulk","",26.15571429,39.20857143,0.086115714,0.1707,245.5,289.4714286,433.2857143,189.3428571,191.5142857,210.7285714,208.2571429,1.038885714,5.403142857,52.94428571,9.924857143,60.86285714,2.469571429,-18.95571429,8.104714286,4.350428571,125.3285714,101.4957143,127.3714286,21.22428571,14.29571429,0.93,0.93,1.82,5.69,9.42,8.69,11.24,14.38,-17.1,2009,"WPO","seagreen"
"330","104828_114382_11094","BET","SMB  _09-03_100_A_11094","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","27.11.2009",176.5,-17.7,"FJ","M",999,142,"FL",NA,NA,NA,"",-16,"42",14,"13",3.2,"bulk","GET","DMA/AMA",4406,NA,"bulk","",26.15571429,39.20857143,0.086115714,0.1707,245.5,289.4714286,433.2857143,189.3428571,191.5142857,210.7285714,208.2571429,1.038885714,5.403142857,52.94428571,9.924857143,60.86285714,2.469571429,-18.95571429,8.104714286,4.350428571,125.3285714,101.4957143,127.3714286,21.22428571,14.29571429,0.93,0.93,1.82,5.69,9.42,8.69,11.24,14.38,-16,2009,"WPO","seagreen"
"331","104830_114384_11097","BET","JJP_1002_19_B_11097","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","B","PO","15.03.2010",175.1,1.6,"GL","unknown",999,53,"FL",NA,NA,NA,"",-16.4,"42",17.5,"13.3",3.2,"bulk","GET","DMA/AMA",267,NA,"bulk","",29.93285714,25.54285714,0.1437,0.291971429,149.4714286,166.0285714,253.2714286,153.4142857,168.0428571,201.5714286,200.4571429,0.646642857,1.556285714,51.88571429,35.51071429,74.79,2.514428571,-17.71142857,10.73414286,6.012857143,112.2285714,83.95714286,115.2771429,36.73285714,22.92285714,1.14,1.14,2.66,2.66,20.85,19.91,23.51,22.57,-16.4,2010,"WPO","seagreen"
"332","104831_114385_11098","YFT","JJP_1002_20_A_11098","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","15.03.2010",175.1,1.6,"GL","unknown",999,43,"FL",NA,NA,NA,"",-16.5,"42",17.5,"13.3",3.1,"bulk","GET","DMA/AMA",54,NA,"bulk","",29.93285714,25.54285714,0.1437,0.291971429,149.4714286,166.0285714,253.2714286,153.4142857,168.0428571,201.5714286,200.4571429,0.646642857,1.556285714,51.88571429,35.51071429,74.79,2.514428571,-17.71142857,10.73414286,6.012857143,112.2285714,83.95714286,115.2771429,36.73285714,22.92285714,1.14,1.14,2.66,2.66,20.85,19.91,23.51,22.57,-16.5,2010,"WPO","seagreen"
"333","104837_114391_11104","YFT","JJP_1002_26_A_11104","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","22.03.2010",178.6,-3.4,"GL","unknown",999,47,"FL",NA,NA,NA,"",-16.1,"44",17.1,"13.2",3.4,"bulk","GET","DMA/AMA",52,NA,"bulk","",30.09714286,28.36142857,0.132485714,0.306285714,164,175.4857143,249.5714286,156.7857143,164.8142857,198.8,199.1285714,0.436042857,1.250857143,36.92857143,60.74285714,80.27285714,2.535571429,-17.46714286,13.04571429,6.900285714,128.7,47.90285714,112.2957143,33.24142857,25.22285714,1.06,1.06,3.53,3.56,21.3,21.34,24.83,24.9,-16.1,2010,"WPO","seagreen"
"334","104838_114392_11105","YFT","JJP_1002_27_A_11105","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","22.03.2010",178.6,-3.4,"GL","unknown",999,51,"FL",NA,NA,NA,"",-16.6,"45",17.5,"12.9",3.5,"bulk","GET","DMA/AMA",67,NA,"bulk","",30.09714286,28.36142857,0.132485714,0.306285714,164,175.4857143,249.5714286,156.7857143,164.8142857,198.8,199.1285714,0.436042857,1.250857143,36.92857143,60.74285714,80.27285714,2.535571429,-17.46714286,13.04571429,6.900285714,128.7,47.90285714,112.2957143,33.24142857,25.22285714,1.06,1.06,3.53,3.56,21.3,21.34,24.83,24.9,-16.6,2010,"WPO","seagreen"
"335","104843_114397_11111","YFT","JJP_1002_32_A_11111","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","22.03.2010",178.6,-3.4,"GL","F",999,93,"FL",NA,NA,NA,"",-16.4,"44",18,"13.3",3.3,"bulk","GET","DMA/AMA",120,NA,"bulk","",30.09714286,28.36142857,0.132485714,0.306285714,164,175.4857143,249.5714286,156.7857143,164.8142857,198.8,199.1285714,0.436042857,1.250857143,36.92857143,60.74285714,80.27285714,2.535571429,-17.46714286,13.04571429,6.900285714,128.7,47.90285714,112.2957143,33.24142857,25.22285714,1.06,1.06,3.53,3.56,21.3,21.34,24.83,24.9,-16.4,2010,"WPO","seagreen"
"336","104849_114403_11117","YFT","JJP_1002_38_A_11117","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","22.03.2010",178.6,-3.4,"GL","M",999,86,"FL",NA,NA,NA,"",-16.2,"44",17.5,"13",3.4,"bulk","GET","DMA/AMA",117,NA,"bulk","",30.09714286,28.36142857,0.132485714,0.306285714,164,175.4857143,249.5714286,156.7857143,164.8142857,198.8,199.1285714,0.436042857,1.250857143,36.92857143,60.74285714,80.27285714,2.535571429,-17.46714286,13.04571429,6.900285714,128.7,47.90285714,112.2957143,33.24142857,25.22285714,1.06,1.06,3.53,3.56,21.3,21.34,24.83,24.9,-16.2,2010,"WPO","seagreen"
"337","104861_114415_11129","BET","JJP_1002_50_A_11129","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","01.04.2010",172.9,-3,"GL","unknown",999,66,"FL",NA,NA,NA,"",-16.2,"42",17.7,"12.7",3.3,"bulk","GET","DMA/AMA",469,NA,"bulk","",30.07285714,29.97285714,0.115092857,0.243371429,166.1428571,178.1714286,255.0714286,159.5285714,166.3857143,199.3285714,198.2428571,0.425171429,1.320428571,37.45857143,37.95,66.57571429,2.552,-17.83857143,11.47271429,6.694142857,128.7,65.07857143,127.91,30.16714286,20.75142857,1.07,1.07,3.46,3.31,21.12,21.7,24.58,25.01,-16.2,2010,"WPO","seagreen"
"338","104862_114416_11130","YFT","JJP_1002_51_B_11130","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","B","PO","01.04.2010",172.9,-3,"GL","M",999,99,"FL",NA,NA,NA,"",-16.2,"41",18.1,"12.7",3.2,"bulk","GET","DMA/AMA",115,NA,"bulk","",30.07285714,29.97285714,0.115092857,0.243371429,166.1428571,178.1714286,255.0714286,159.5285714,166.3857143,199.3285714,198.2428571,0.425171429,1.320428571,37.45857143,37.95,66.57571429,2.552,-17.83857143,11.47271429,6.694142857,128.7,65.07857143,127.91,30.16714286,20.75142857,1.07,1.07,3.46,3.31,21.12,21.7,24.58,25.01,-16.2,2010,"WPO","seagreen"
"339","104863_114417_11131","YFT","JJP_1002_52_A_11131","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","01.04.2010",172.9,-3,"GL","F",999,103,"FL",NA,NA,NA,"",-15.8,"42",19.9,"12.6",3.3,"bulk","GET","DMA/AMA",145,NA,"bulk","",30.07285714,29.97285714,0.115092857,0.243371429,166.1428571,178.1714286,255.0714286,159.5285714,166.3857143,199.3285714,198.2428571,0.425171429,1.320428571,37.45857143,37.95,66.57571429,2.552,-17.83857143,11.47271429,6.694142857,128.7,65.07857143,127.91,30.16714286,20.75142857,1.07,1.07,3.46,3.31,21.12,21.7,24.58,25.01,-15.8,2010,"WPO","seagreen"
"340","104871_114425_11139","BET","JJP_1002_60_A_11139","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","07.04.2010",176.6,-3.7,"GL","F",999,78,"FL",NA,NA,NA,"",-17.4,"44",17.1,"11.7",3.8,"bulk","GET","DMA/AMA",651,NA,"bulk","",30.08,29.36142857,0.129414286,0.283628571,164.8857143,176.6285714,251.1142857,157.6714286,165.3285714,198.7714286,198.9714286,0.432828571,1.295857143,37.19285714,55.45857143,76.83571429,2.541142857,-17.55285714,12.94014286,6.879714286,127.0142857,50.76714286,118.12,32.20571429,24.00428571,1.06,1.06,3.53,3.56,21.3,21.34,24.83,24.9,-16.014535,2010,"WPO","seagreen"
"341","104875_114429_11143","YFT","JJP_1002_64_A_11143","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","07.04.2010",176.6,-3.7,"GL","unknown",999,56,"FL",NA,NA,NA,"",-15.7,"42",17.6,"13.1",3.2,"bulk","GET","DMA/AMA",94,NA,"bulk","",30.08,29.36142857,0.129414286,0.283628571,164.8857143,176.6285714,251.1142857,157.6714286,165.3285714,198.7714286,198.9714286,0.432828571,1.295857143,37.19285714,55.45857143,76.83571429,2.541142857,-17.55285714,12.94014286,6.879714286,127.0142857,50.76714286,118.12,32.20571429,24.00428571,1.06,1.06,3.53,3.56,21.3,21.34,24.83,24.9,-15.7,2010,"WPO","seagreen"
"342","104876_114430_11144","YFT","JJP_1002_65_B_11144","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","B","PO","07.04.2010",176.6,-3.7,"GL","M",999,96,"FL",NA,NA,NA,"",-15.5,"43",17.9,"13.6",3.1,"bulk","GET","DMA/AMA",96,NA,"bulk","",30.08,29.36142857,0.129414286,0.283628571,164.8857143,176.6285714,251.1142857,157.6714286,165.3285714,198.7714286,198.9714286,0.432828571,1.295857143,37.19285714,55.45857143,76.83571429,2.541142857,-17.55285714,12.94014286,6.879714286,127.0142857,50.76714286,118.12,32.20571429,24.00428571,1.06,1.06,3.53,3.56,21.3,21.34,24.83,24.9,-15.5,2010,"WPO","seagreen"
"343","104880_114434_11148","YFT","JJP_1002_69_B_11148","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","B","PO","08.04.2010",176.3,-3.7,"GL","unknown",999,49,"FL",NA,NA,NA,"",-15.8,"42",18.2,"13.4",3.2,"bulk","GET","DMA/AMA",72,NA,"bulk","",30.08,29.36142857,0.129414286,0.283628571,164.8857143,176.6285714,251.1142857,157.6714286,165.3285714,198.7714286,198.9714286,0.432828571,1.295857143,37.19285714,55.45857143,76.83571429,2.541142857,-17.55285714,12.94014286,6.879714286,127.0142857,50.76714286,118.12,32.20571429,24.00428571,1.06,1.06,3.53,3.56,21.3,21.34,24.83,24.9,-15.8,2010,"WPO","seagreen"
"344","104881_114435_11149","YFT","JJP_1002_70_A_11149","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","08.04.2010",176.3,-3.7,"GL","M",999,103,"FL",NA,NA,NA,"",-17.2,"44",18.8,"13.6",3.2,"bulk","GET","DMA/AMA",120,NA,"bulk","",30.08,29.36142857,0.129414286,0.283628571,164.8857143,176.6285714,251.1142857,157.6714286,165.3285714,198.7714286,198.9714286,0.432828571,1.295857143,37.19285714,55.45857143,76.83571429,2.541142857,-17.55285714,12.94014286,6.879714286,127.0142857,50.76714286,118.12,32.20571429,24.00428571,1.06,1.06,3.53,3.56,21.3,21.34,24.83,24.9,-17.2,2010,"WPO","seagreen"
"345","104882_114436_11150","BET","JJP_1002_71_A_11150","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","A","PO","08.04.2010",176.3,-3.7,"GL","unknown",999,46,"FL",NA,NA,NA,"",-15.5,"42",18.4,"13.2",3.2,"bulk","GET","DMA/AMA",84,NA,"bulk","",30.08,29.36142857,0.129414286,0.283628571,164.8857143,176.6285714,251.1142857,157.6714286,165.3285714,198.7714286,198.9714286,0.432828571,1.295857143,37.19285714,55.45857143,76.83571429,2.541142857,-17.55285714,12.94014286,6.879714286,127.0142857,50.76714286,118.12,32.20571429,24.00428571,1.06,1.06,3.53,3.56,21.3,21.34,24.83,24.9,-15.5,2010,"WPO","seagreen"
"346","104883_114437_11151","BET","JJP_1002_72_B_11151","CPS/Allain","Thunnus obesus","fish","Scombridae","white muscle","B","PO","08.04.2010",176.3,-3.7,"GL","unknown",999,62,"FL",NA,NA,NA,"",-16.1,"41",17.5,"13",3.2,"bulk","GET","DMA/AMA",368,NA,"bulk","",30.08,29.36142857,0.129414286,0.283628571,164.8857143,176.6285714,251.1142857,157.6714286,165.3285714,198.7714286,198.9714286,0.432828571,1.295857143,37.19285714,55.45857143,76.83571429,2.541142857,-17.55285714,12.94014286,6.879714286,127.0142857,50.76714286,118.12,32.20571429,24.00428571,1.06,1.06,3.53,3.56,21.3,21.34,24.83,24.9,-16.1,2010,"WPO","seagreen"
"347","104890_114444_11158","YFT","JJP_1002_79_A_11158","CPS/Allain","Thunnus albacares","fish","Scombridae","white muscle","A","PO","09.04.2010",175.7,-3.6,"GL","F",999,104,"FL",NA,NA,NA,"",-16.5,"44",18.8,"13.4",3.3,"bulk","GET","DMA/AMA",163,NA,"bulk","",30.08,29.36142857,0.129414286,0.283628571,164.8857143,176.6285714,251.1142857,157.6714286,165.3285714,198.7714286,198.9714286,0.432828571,1.295857143,37.19285714,55.45857143,76.83571429,2.541142857,-17.55285714,12.94014286,6.879714286,127.0142857,50.76714286,118.12,32.20571429,24.00428571,1.06,1.06,3.58,3.53,22.1,21.3,25.68,24.83,-16.5,2010,"WPO","seagreen"
