fish_identifier,SST,MLD,Chl.a,NPP,d20,d18,d12,O2_375m,O2_200m,O2_100m,O2_50m,OCRR_375m,OCRR_200m,OCRR_100m,OCRR_50m,OCRR_total,d13Cdic,d13Cpom,d15Nno3,d15Npom,doxycline,dmaxremin,dnethetero,export_100m,export_dnethetero,Hg0_2x2.5,Hg0_6x7.5,drydep_2x2.5,drydep_6x7.5,wetdep_2x2.5,wetdep_6x7.5,totdep_2x2.5,totdep_6x7.5,d13C_cor,sample_year,region,region.col
C2-089,19.06428571,19.90571429,0.3452,0.662342857,NA,33.75714286,135.1428571,199.2857143,201.1285714,209.4428571,226.6285714,1.197857143,2.193857143,10.05714286,63.02571429,106.1485714,1944,-17.66857143,5.93,2.928428571,46.47571429,10.71428571,47.44428571,126.2757143,105.0014286,NA,NA,NA,NA,NA,NA,NA,NA,-17.39,2014,IO,gold
C2-090,19.06428571,19.90571429,0.3452,0.662342857,NA,33.75714286,135.1428571,199.2857143,201.1285714,209.4428571,226.6285714,1.197857143,2.193857143,10.05714286,63.02571429,106.1485714,1944,-17.66857143,5.93,2.928428571,46.47571429,10.71428571,47.44428571,126.2757143,105.0014286,NA,NA,NA,NA,NA,NA,NA,NA,-17.5,2014,IO,gold
C2-091,19.06428571,19.90571429,0.3452,0.662342857,NA,33.75714286,135.1428571,199.2857143,201.1285714,209.4428571,226.6285714,1.197857143,2.193857143,10.05714286,63.02571429,106.1485714,1944,-17.66857143,5.93,2.928428571,46.47571429,10.71428571,47.44428571,126.2757143,105.0014286,NA,NA,NA,NA,NA,NA,NA,NA,-16.73,2014,IO,gold
C2-092,19.06428571,19.90571429,0.3452,0.662342857,NA,33.75714286,135.1428571,199.2857143,201.1285714,209.4428571,226.6285714,1.197857143,2.193857143,10.05714286,63.02571429,106.1485714,1944,-17.66857143,5.93,2.928428571,46.47571429,10.71428571,47.44428571,126.2757143,105.0014286,NA,NA,NA,NA,NA,NA,NA,NA,-17.49,2014,IO,gold
C2-093,19.06428571,19.90571429,0.3452,0.662342857,NA,33.75714286,135.1428571,199.2857143,201.1285714,209.4428571,226.6285714,1.197857143,2.193857143,10.05714286,63.02571429,106.1485714,1944,-17.66857143,5.93,2.928428571,46.47571429,10.71428571,47.44428571,126.2757143,105.0014286,NA,NA,NA,NA,NA,NA,NA,NA,-17.86,2014,IO,gold
C2-095,19.06428571,19.90571429,0.3452,0.662342857,NA,33.75714286,135.1428571,199.2857143,201.1285714,209.4428571,226.6285714,1.197857143,2.193857143,10.05714286,63.02571429,106.1485714,1944,-17.66857143,5.93,2.928428571,46.47571429,10.71428571,47.44428571,126.2757143,105.0014286,NA,NA,NA,NA,NA,NA,NA,NA,-17.31,2014,IO,gold
C2-098,19.06428571,19.90571429,0.3452,0.662342857,NA,33.75714286,135.1428571,199.2857143,201.1285714,209.4428571,226.6285714,1.197857143,2.193857143,10.05714286,63.02571429,106.1485714,1944,-17.66857143,5.93,2.928428571,46.47571429,10.71428571,47.44428571,126.2757143,105.0014286,NA,NA,NA,NA,NA,NA,NA,NA,-17.66,2014,IO,gold
C2-099,19.06428571,19.90571429,0.3452,0.662342857,NA,33.75714286,135.1428571,199.2857143,201.1285714,209.4428571,226.6285714,1.197857143,2.193857143,10.05714286,63.02571429,106.1485714,1944,-17.66857143,5.93,2.928428571,46.47571429,10.71428571,47.44428571,126.2757143,105.0014286,NA,NA,NA,NA,NA,NA,NA,NA,-16.9,2014,IO,gold
C2-100,19.06428571,19.90571429,0.3452,0.662342857,NA,33.75714286,135.1428571,199.2857143,201.1285714,209.4428571,226.6285714,1.197857143,2.193857143,10.05714286,63.02571429,106.1485714,1944,-17.66857143,5.93,2.928428571,46.47571429,10.71428571,47.44428571,126.2757143,105.0014286,NA,NA,NA,NA,NA,NA,NA,NA,-17.38,2014,IO,gold
C2-101,20.43571429,46.36714286,0.282214286,0.490285714,NA,77.96285714,209.3571429,204.1428571,207.3,212.5142857,228.7428571,0.9685,1.990285714,19.91857143,107.0428571,108.75,2.065285714,-17.56142857,6.596285714,2.615285714,66.61571429,27.86142857,59.95428571,80.31,68.02285714,NA,NA,NA,NA,NA,NA,NA,NA,-16.78,2014,IO,gold
C2-103,20.43571429,46.36714286,0.282214286,0.490285714,NA,77.96285714,209.3571429,204.1428571,207.3,212.5142857,228.7428571,0.9685,1.990285714,19.91857143,107.0428571,108.75,2.065285714,-17.56142857,6.596285714,2.615285714,66.61571429,27.86142857,59.95428571,80.31,68.02285714,NA,NA,NA,NA,NA,NA,NA,NA,-17.71,2014,IO,gold
C2-105,20.43571429,46.36714286,0.282214286,0.490285714,NA,77.96285714,209.3571429,204.1428571,207.3,212.5142857,228.7428571,0.9685,1.990285714,19.91857143,107.0428571,108.75,2.065285714,-17.56142857,6.596285714,2.615285714,66.61571429,27.86142857,59.95428571,80.31,68.02285714,NA,NA,NA,NA,NA,NA,NA,NA,-16.64,2014,IO,gold
C2-107,20.43571429,46.36714286,0.282214286,0.490285714,NA,77.96285714,209.3571429,204.1428571,207.3,212.5142857,228.7428571,0.9685,1.990285714,19.91857143,107.0428571,108.75,2.065285714,-17.56142857,6.596285714,2.615285714,66.61571429,27.86142857,59.95428571,80.31,68.02285714,NA,NA,NA,NA,NA,NA,NA,NA,-17.36,2014,IO,gold
C2-108,20.43571429,46.36714286,0.282214286,0.490285714,NA,77.96285714,209.3571429,204.1428571,207.3,212.5142857,228.7428571,0.9685,1.990285714,19.91857143,107.0428571,108.75,2.065285714,-17.56142857,6.596285714,2.615285714,66.61571429,27.86142857,59.95428571,80.31,68.02285714,NA,NA,NA,NA,NA,NA,NA,NA,-16.87,2014,IO,gold
C2-111,20.43571429,46.36714286,0.282214286,0.490285714,NA,77.96285714,209.3571429,204.1428571,207.3,212.5142857,228.7428571,0.9685,1.990285714,19.91857143,107.0428571,108.75,2.065285714,-17.56142857,6.596285714,2.615285714,66.61571429,27.86142857,59.95428571,80.31,68.02285714,NA,NA,NA,NA,NA,NA,NA,NA,-17.12,2014,IO,gold
C2-112,20.43571429,46.36714286,0.282214286,0.490285714,NA,77.96285714,209.3571429,204.1428571,207.3,212.5142857,228.7428571,0.9685,1.990285714,19.91857143,107.0428571,108.75,2.065285714,-17.56142857,6.596285714,2.615285714,66.61571429,27.86142857,59.95428571,80.31,68.02285714,NA,NA,NA,NA,NA,NA,NA,NA,-16.55,2014,IO,gold
C2-116,20.43571429,46.36714286,0.282214286,0.490285714,NA,77.96285714,209.3571429,204.1428571,207.3,212.5142857,228.7428571,0.9685,1.990285714,19.91857143,107.0428571,108.75,2.065285714,-17.56142857,6.596285714,2.615285714,66.61571429,27.86142857,59.95428571,80.31,68.02285714,NA,NA,NA,NA,NA,NA,NA,NA,-17.19,2014,IO,gold
C2-117,20.43571429,46.36714286,0.282214286,0.490285714,NA,77.96285714,209.3571429,204.1428571,207.3,212.5142857,228.7428571,0.9685,1.990285714,19.91857143,107.0428571,108.75,2.065285714,-17.56142857,6.596285714,2.615285714,66.61571429,27.86142857,59.95428571,80.31,68.02285714,NA,NA,NA,NA,NA,NA,NA,NA,-17.26,2014,IO,gold
C2-118,20.43571429,46.36714286,0.282214286,0.490285714,NA,77.96285714,209.3571429,204.1428571,207.3,212.5142857,228.7428571,0.9685,1.990285714,19.91857143,107.0428571,108.75,2.065285714,-17.56142857,6.596285714,2.615285714,66.61571429,27.86142857,59.95428571,80.31,68.02285714,NA,NA,NA,NA,NA,NA,NA,NA,-17.16,2014,IO,gold
C2-119,20.43571429,46.36714286,0.282214286,0.490285714,NA,77.96285714,209.3571429,204.1428571,207.3,212.5142857,228.7428571,0.9685,1.990285714,19.91857143,107.0428571,108.75,2.065285714,-17.56142857,6.596285714,2.615285714,66.61571429,27.86142857,59.95428571,80.31,68.02285714,NA,NA,NA,NA,NA,NA,NA,NA,-17.08,2014,IO,gold
C2-121,20.43571429,46.36714286,0.282214286,0.490285714,NA,77.96285714,209.3571429,204.1428571,207.3,212.5142857,228.7428571,0.9685,1.990285714,19.91857143,107.0428571,108.75,2.065285714,-17.56142857,6.596285714,2.615285714,66.61571429,27.86142857,59.95428571,80.31,68.02285714,NA,NA,NA,NA,NA,NA,NA,NA,-16.54,2014,IO,gold
C2-122,20.43571429,46.36714286,0.282214286,0.490285714,NA,77.96285714,209.3571429,204.1428571,207.3,212.5142857,228.7428571,0.9685,1.990285714,19.91857143,107.0428571,108.75,2.065285714,-17.56142857,6.596285714,2.615285714,66.61571429,27.86142857,59.95428571,80.31,68.02285714,NA,NA,NA,NA,NA,NA,NA,NA,-17.24,2014,IO,gold
C2-129,18.88571429,28.22142857,0.333414286,0.592728571,NA,NA,137.4285714,199.2142857,201.1571429,207.6857143,225.8857143,1.207571429,2.224285714,9.962857143,60.51,99.10142857,1947,-17.68142857,5.738714286,2.746857143,46.47571429,10.71428571,47.98857143,117.12,97.05,NA,NA,NA,NA,NA,NA,NA,NA,-17.32,2014,IO,gold
C2-136,18.88571429,28.22142857,0.333414286,0.592728571,NA,NA,137.4285714,199.2142857,201.1571429,207.6857143,225.8857143,1.207571429,2.224285714,9.962857143,60.51,99.10142857,1947,-17.68142857,5.738714286,2.746857143,46.47571429,10.71428571,47.98857143,117.12,97.05,NA,NA,NA,NA,NA,NA,NA,NA,-18.11,2014,IO,gold
C2-138,18.88571429,28.22142857,0.333414286,0.592728571,NA,NA,137.4285714,199.2142857,201.1571429,207.6857143,225.8857143,1.207571429,2.224285714,9.962857143,60.51,99.10142857,1947,-17.68142857,5.738714286,2.746857143,46.47571429,10.71428571,47.98857143,117.12,97.05,NA,NA,NA,NA,NA,NA,NA,NA,-17.61,2014,IO,gold
C2-140,18.88571429,28.22142857,0.333414286,0.592728571,NA,NA,137.4285714,199.2142857,201.1571429,207.6857143,225.8857143,1.207571429,2.224285714,9.962857143,60.51,99.10142857,1947,-17.68142857,5.738714286,2.746857143,46.47571429,10.71428571,47.98857143,117.12,97.05,NA,NA,NA,NA,NA,NA,NA,NA,-18.14,2014,IO,gold
C2-145,18.88571429,28.22142857,0.333414286,0.592728571,NA,NA,137.4285714,199.2142857,201.1571429,207.6857143,225.8857143,1.207571429,2.224285714,9.962857143,60.51,99.10142857,1947,-17.68142857,5.738714286,2.746857143,46.47571429,10.71428571,47.98857143,117.12,97.05,NA,NA,NA,NA,NA,NA,NA,NA,-17.27,2014,IO,gold
C2-146,18.88571429,28.22142857,0.333414286,0.592728571,NA,NA,137.4285714,199.2142857,201.1571429,207.6857143,225.8857143,1.207571429,2.224285714,9.962857143,60.51,99.10142857,1947,-17.68142857,5.738714286,2.746857143,46.47571429,10.71428571,47.98857143,117.12,97.05,NA,NA,NA,NA,NA,NA,NA,NA,-17.53,2014,IO,gold
C2-149,18.88571429,28.22142857,0.333414286,0.592728571,NA,NA,137.4285714,199.2142857,201.1571429,207.6857143,225.8857143,1.207571429,2.224285714,9.962857143,60.51,99.10142857,1947,-17.68142857,5.738714286,2.746857143,46.47571429,10.71428571,47.98857143,117.12,97.05,NA,NA,NA,NA,NA,NA,NA,NA,-16.86,2014,IO,gold
C2-152,18.88571429,28.22142857,0.333414286,0.592728571,NA,NA,137.4285714,199.2142857,201.1571429,207.6857143,225.8857143,1.207571429,2.224285714,9.962857143,60.51,99.10142857,1947,-17.68142857,5.738714286,2.746857143,46.47571429,10.71428571,47.98857143,117.12,97.05,NA,NA,NA,NA,NA,NA,NA,NA,-18.19,2014,IO,gold
C2-154,18.88571429,28.22142857,0.333414286,0.592728571,NA,NA,137.4285714,199.2142857,201.1571429,207.6857143,225.8857143,1.207571429,2.224285714,9.962857143,60.51,99.10142857,1947,-17.68142857,5.738714286,2.746857143,46.47571429,10.71428571,47.98857143,117.12,97.05,NA,NA,NA,NA,NA,NA,NA,NA,-17.71,2014,IO,gold
C2-157,18.88571429,28.22142857,0.333414286,0.592728571,NA,NA,137.4285714,199.2142857,201.1571429,207.6857143,225.8857143,1.207571429,2.224285714,9.962857143,60.51,99.10142857,1947,-17.68142857,5.738714286,2.746857143,46.47571429,10.71428571,47.98857143,117.12,97.05,NA,NA,NA,NA,NA,NA,NA,NA,-17.38,2014,IO,gold
C2-159,18.88571429,28.22142857,0.333414286,0.592728571,NA,NA,137.4285714,199.2142857,201.1571429,207.6857143,225.8857143,1.207571429,2.224285714,9.962857143,60.51,99.10142857,1947,-17.68142857,5.738714286,2.746857143,46.47571429,10.71428571,47.98857143,117.12,97.05,NA,NA,NA,NA,NA,NA,NA,NA,-17.62,2014,IO,gold
C2-160,18.88571429,28.22142857,0.333414286,0.592728571,NA,NA,137.4285714,199.2142857,201.1571429,207.6857143,225.8857143,1.207571429,2.224285714,9.962857143,60.51,99.10142857,1947,-17.68142857,5.738714286,2.746857143,46.47571429,10.71428571,47.98857143,117.12,97.05,NA,NA,NA,NA,NA,NA,NA,NA,-17.87,2014,IO,gold
C2-161,18.88571429,28.22142857,0.333414286,0.592728571,NA,NA,137.4285714,199.2142857,201.1571429,207.6857143,225.8857143,1.207571429,2.224285714,9.962857143,60.51,99.10142857,1947,-17.68142857,5.738714286,2.746857143,46.47571429,10.71428571,47.98857143,117.12,97.05,NA,NA,NA,NA,NA,NA,NA,NA,-17.08,2014,IO,gold
C2-170,18.88571429,28.22142857,0.333414286,0.592728571,NA,NA,137.4285714,199.2142857,201.1571429,207.6857143,225.8857143,1.207571429,2.224285714,9.962857143,60.51,99.10142857,1947,-17.68142857,5.738714286,2.746857143,46.47571429,10.71428571,47.98857143,117.12,97.05,NA,NA,NA,NA,NA,NA,NA,NA,-16.99,2014,IO,gold
C2-173,18.88571429,28.22142857,0.333414286,0.592728571,NA,NA,137.4285714,199.2142857,201.1571429,207.6857143,225.8857143,1.207571429,2.224285714,9.962857143,60.51,99.10142857,1947,-17.68142857,5.738714286,2.746857143,46.47571429,10.71428571,47.98857143,117.12,97.05,NA,NA,NA,NA,NA,NA,NA,NA,-17.47,2014,IO,gold
C2-176,18.88571429,28.22142857,0.333414286,0.592728571,NA,NA,137.4285714,199.2142857,201.1571429,207.6857143,225.8857143,1.207571429,2.224285714,9.962857143,60.51,99.10142857,1947,-17.68142857,5.738714286,2.746857143,46.47571429,10.71428571,47.98857143,117.12,97.05,NA,NA,NA,NA,NA,NA,NA,NA,-16.83,2014,IO,gold
CHC_14-04_B6753_A_20561,24.24714286,48.84285714,0.131027143,0.198385714,172.3142857,253.4571429,475.4285714,195.0571429,197.9142857,221.4285714,214.1,1.017542857,3.691571429,48.86857143,17.74342857,59.86,2.370142857,-18.60857143,9.086571429,3.722571429,117.5285714,80.99857143,102.2657143,29.89857143,16.11428571,NA,NA,NA,NA,NA,NA,NA,NA,-18.34289966,2014,WPO,seagreen
CHC_14-04_B6755_A_20574,24.24714286,48.84285714,0.131027143,0.198385714,172.3142857,253.4571429,475.4285714,195.0571429,197.9142857,221.4285714,214.1,1.017542857,3.691571429,48.86857143,17.74342857,59.86,2.370142857,-18.60857143,9.086571429,3.722571429,117.5285714,80.99857143,102.2657143,29.89857143,16.11428571,NA,NA,NA,NA,NA,NA,NA,NA,-17.11467678,2014,WPO,seagreen
CHC_14-04_B6758_A_20568,24.24714286,48.84285714,0.131027143,0.198385714,172.3142857,253.4571429,475.4285714,195.0571429,197.9142857,221.4285714,214.1,1.017542857,3.691571429,48.86857143,17.74342857,59.86,2.370142857,-18.60857143,9.086571429,3.722571429,117.5285714,80.99857143,102.2657143,29.89857143,16.11428571,0.89,0.89,5.6,3.96,5.82,5.82,11.42,9.78,-16.56640812,2014,WPO,seagreen
CHC_14-04_B6764_A_20558,24.24714286,48.84285714,0.131027143,0.198385714,172.3142857,253.4571429,475.4285714,195.0571429,197.9142857,221.4285714,214.1,1.017542857,3.691571429,48.86857143,17.74342857,59.86,2.370142857,-18.60857143,9.086571429,3.722571429,117.5285714,80.99857143,102.2657143,29.89857143,16.11428571,NA,NA,NA,NA,NA,NA,NA,NA,-16.728769522649,2014,WPO,seagreen
CHC_14-04_B6774_A_20572,24.24714286,48.84285714,0.131027143,0.198385714,172.3142857,253.4571429,475.4285714,195.0571429,197.9142857,221.4285714,214.1,1.017542857,3.691571429,48.86857143,17.74342857,59.86,2.370142857,-18.60857143,9.086571429,3.722571429,117.5285714,80.99857143,102.2657143,29.89857143,16.11428571,0.89,0.89,5.6,3.96,5.82,5.82,11.42,9.78,-16.86871199,2014,WPO,seagreen
CHC_14-04_B6779_A_20559,24.24714286,48.84285714,0.131027143,0.198385714,172.3142857,253.4571429,475.4285714,195.0571429,197.9142857,221.4285714,214.1,1.017542857,3.691571429,48.86857143,17.74342857,59.86,2.370142857,-18.60857143,9.086571429,3.722571429,117.5285714,80.99857143,102.2657143,29.89857143,16.11428571,0.89,0.89,5.6,3.96,5.82,5.82,11.42,9.78,-16.49521142,2014,WPO,seagreen
CHC_14-04_B6781_A_20560,24.24714286,48.84285714,0.131027143,0.198385714,172.3142857,253.4571429,475.4285714,195.0571429,197.9142857,221.4285714,214.1,1.017542857,3.691571429,48.86857143,17.74342857,59.86,2.370142857,-18.60857143,9.086571429,3.722571429,117.5285714,80.99857143,102.2657143,29.89857143,16.11428571,NA,NA,NA,NA,NA,NA,NA,NA,-17.2619784497073,2014,WPO,seagreen
CHC_14-04_B6784_A_20575,24.24714286,48.84285714,0.131027143,0.198385714,172.3142857,253.4571429,475.4285714,195.0571429,197.9142857,221.4285714,214.1,1.017542857,3.691571429,48.86857143,17.74342857,59.86,2.370142857,-18.60857143,9.086571429,3.722571429,117.5285714,80.99857143,102.2657143,29.89857143,16.11428571,NA,NA,NA,NA,NA,NA,NA,NA,-16.76667541,2014,WPO,seagreen
CHC_14-04_B6785_A_20566,24.24714286,48.84285714,0.131027143,0.198385714,172.3142857,253.4571429,475.4285714,195.0571429,197.9142857,221.4285714,214.1,1.017542857,3.691571429,48.86857143,17.74342857,59.86,2.370142857,-18.60857143,9.086571429,3.722571429,117.5285714,80.99857143,102.2657143,29.89857143,16.11428571,NA,NA,NA,NA,NA,NA,NA,NA,-16.7970571184241,2014,WPO,seagreen
CHC_14-05_B6754_A_20763,25.07571429,43.81714286,0.115105714,0.171757143,198.5714286,264.5857143,458.1142857,195.7571429,196.9,216.9,211.3857143,0.916028571,3.675142857,49.52571429,12.37871429,55.07142857,2.404428571,-18.79857143,9.747571429,3.850428571,119.0857143,88.21714286,113.1828571,24.94571429,14.51571429,NA,NA,NA,NA,NA,NA,NA,NA,-17.03030857,2014,WPO,seagreen
CHC_14-05_B6756_A_20742,25.07571429,43.81714286,0.115105714,0.171757143,198.5714286,264.5857143,458.1142857,195.7571429,196.9,216.9,211.3857143,0.916028571,3.675142857,49.52571429,12.37871429,55.07142857,2.404428571,-18.79857143,9.747571429,3.850428571,119.0857143,88.21714286,113.1828571,24.94571429,14.51571429,0.89,0.89,5.6,3.96,5.82,5.82,11.42,9.78,-16.92624201,2014,WPO,seagreen
CHC_14-05_B6760_A_20759,25.07571429,43.81714286,0.115105714,0.171757143,198.5714286,264.5857143,458.1142857,195.7571429,196.9,216.9,211.3857143,0.916028571,3.675142857,49.52571429,12.37871429,55.07142857,2.404428571,-18.79857143,9.747571429,3.850428571,119.0857143,88.21714286,113.1828571,24.94571429,14.51571429,NA,NA,NA,NA,NA,NA,NA,NA,-16.52337958,2014,WPO,seagreen
CHC_14-05_B6761_A_20765,25.07571429,43.81714286,0.115105714,0.171757143,198.5714286,264.5857143,458.1142857,195.7571429,196.9,216.9,211.3857143,0.916028571,3.675142857,49.52571429,12.37871429,55.07142857,2.404428571,-18.79857143,9.747571429,3.850428571,119.0857143,88.21714286,113.1828571,24.94571429,14.51571429,NA,NA,NA,NA,NA,NA,NA,NA,-17.35293202,2014,WPO,seagreen
CHC_14-05_B6762_B_20753,25.07571429,43.81714286,0.115105714,0.171757143,198.5714286,264.5857143,458.1142857,195.7571429,196.9,216.9,211.3857143,0.916028571,3.675142857,49.52571429,12.37871429,55.07142857,2.404428571,-18.79857143,9.747571429,3.850428571,119.0857143,88.21714286,113.1828571,24.94571429,14.51571429,NA,NA,NA,NA,NA,NA,NA,NA,-16.81515703,2014,WPO,seagreen
CHC_14-05_B6769_A_20743,25.07571429,43.81714286,0.115105714,0.171757143,198.5714286,264.5857143,458.1142857,195.7571429,196.9,216.9,211.3857143,0.916028571,3.675142857,49.52571429,12.37871429,55.07142857,2.404428571,-18.79857143,9.747571429,3.850428571,119.0857143,88.21714286,113.1828571,24.94571429,14.51571429,0.89,0.89,5.6,3.96,5.82,5.82,11.42,9.78,-16.95727635,2014,WPO,seagreen
CHC_14-05_B6773_B_20752,25.07571429,43.81714286,0.115105714,0.171757143,198.5714286,264.5857143,458.1142857,195.7571429,196.9,216.9,211.3857143,0.916028571,3.675142857,49.52571429,12.37871429,55.07142857,2.404428571,-18.79857143,9.747571429,3.850428571,119.0857143,88.21714286,113.1828571,24.94571429,14.51571429,NA,NA,NA,NA,NA,NA,NA,NA,-17.16090056,2014,WPO,seagreen
CHC_14-05_B6780_A_20745,25.07571429,43.81714286,0.115105714,0.171757143,198.5714286,264.5857143,458.1142857,195.7571429,196.9,216.9,211.3857143,0.916028571,3.675142857,49.52571429,12.37871429,55.07142857,2.404428571,-18.79857143,9.747571429,3.850428571,119.0857143,88.21714286,113.1828571,24.94571429,14.51571429,0.89,0.89,5.6,3.96,5.82,5.82,11.42,9.78,-16.83754865,2014,WPO,seagreen
CHC_14-05_B6787_B_20754,25.07571429,43.81714286,0.115105714,0.171757143,198.5714286,264.5857143,458.1142857,195.7571429,196.9,216.9,211.3857143,0.916028571,3.675142857,49.52571429,12.37871429,55.07142857,2.404428571,-18.79857143,9.747571429,3.850428571,119.0857143,88.21714286,113.1828571,24.94571429,14.51571429,NA,NA,NA,NA,NA,NA,NA,NA,-16.9792866,2014,WPO,seagreen
CHC_14-05_B6790_A_20760,25.07571429,43.81714286,0.115105714,0.171757143,198.5714286,264.5857143,458.1142857,195.7571429,196.9,216.9,211.3857143,0.916028571,3.675142857,49.52571429,12.37871429,55.07142857,2.404428571,-18.79857143,9.747571429,3.850428571,119.0857143,88.21714286,113.1828571,24.94571429,14.51571429,0.89,0.89,5.6,3.96,5.82,5.82,11.42,9.78,-16.76099635,2014,WPO,seagreen
CHC_14-05_B6792_A_20764,25.07571429,43.81714286,0.115105714,0.171757143,198.5714286,264.5857143,458.1142857,195.7571429,196.9,216.9,211.3857143,0.916028571,3.675142857,49.52571429,12.37871429,55.07142857,2.404428571,-18.79857143,9.747571429,3.850428571,119.0857143,88.21714286,113.1828571,24.94571429,14.51571429,NA,NA,NA,NA,NA,NA,NA,NA,-17.19181821,2014,WPO,seagreen
CHC_14-05_B6793_A_20744,25.07571429,43.81714286,0.115105714,0.171757143,198.5714286,264.5857143,458.1142857,195.7571429,196.9,216.9,211.3857143,0.916028571,3.675142857,49.52571429,12.37871429,55.07142857,2.404428571,-18.79857143,9.747571429,3.850428571,119.0857143,88.21714286,113.1828571,24.94571429,14.51571429,0.89,0.89,5.6,3.96,5.82,5.82,11.42,9.78,-17.00268698,2014,WPO,seagreen
CHC_14-05_B6795_B_20750,25.07571429,43.81714286,0.115105714,0.171757143,198.5714286,264.5857143,458.1142857,195.7571429,196.9,216.9,211.3857143,0.916028571,3.675142857,49.52571429,12.37871429,55.07142857,2.404428571,-18.79857143,9.747571429,3.850428571,119.0857143,88.21714286,113.1828571,24.94571429,14.51571429,NA,NA,NA,NA,NA,NA,NA,NA,-16.89873844,2014,WPO,seagreen
CHC_14-05_B6800_B_20751,25.07571429,43.81714286,0.115105714,0.171757143,198.5714286,264.5857143,458.1142857,195.7571429,196.9,216.9,211.3857143,0.916028571,3.675142857,49.52571429,12.37871429,55.07142857,2.404428571,-18.79857143,9.747571429,3.850428571,119.0857143,88.21714286,113.1828571,24.94571429,14.51571429,NA,NA,NA,NA,NA,NA,NA,NA,-16.88126793,2014,WPO,seagreen
CHC_14-05_P133_B_20757,25.07571429,43.81714286,0.115105714,0.171757143,198.5714286,264.5857143,458.1142857,195.7571429,196.9,216.9,211.3857143,0.916028571,3.675142857,49.52571429,12.37871429,55.07142857,2.404428571,-18.79857143,9.747571429,3.850428571,119.0857143,88.21714286,113.1828571,24.94571429,14.51571429,NA,NA,NA,NA,NA,NA,NA,NA,-16.6075319840323,2014,WPO,seagreen
CHC_14-06_B6759_B_20838,23.61,49.78428571,0.145998571,0.223257143,173.0857143,254.2428571,475.9,195.1428571,197.9571429,220.8428571,215.5285714,0.9636,3.456857143,45.93857143,28.85585714,66.91285714,2.366285714,-18.43285714,9169,3.928714286,125.1,75.25,95.86285714,31.50142857,20.02142857,NA,NA,NA,NA,NA,NA,NA,NA,-17.26832703,2014,WPO,seagreen
CHC_14-06_B6794_B_20836,23.61,49.78428571,0.145998571,0.223257143,173.0857143,254.2428571,475.9,195.1428571,197.9571429,220.8428571,215.5285714,0.9636,3.456857143,45.93857143,28.85585714,66.91285714,2.366285714,-18.43285714,9169,3.928714286,125.1,75.25,95.86285714,31.50142857,20.02142857,NA,NA,NA,NA,NA,NA,NA,NA,-17.44515135,2014,WPO,seagreen
CHC_14-06_B6818_B_20856,23.61,49.78428571,0.145998571,0.223257143,173.0857143,254.2428571,475.9,195.1428571,197.9571429,220.8428571,215.5285714,0.9636,3.456857143,45.93857143,28.85585714,66.91285714,2.366285714,-18.43285714,9169,3.928714286,125.1,75.25,95.86285714,31.50142857,20.02142857,NA,NA,NA,NA,NA,NA,NA,NA,-17.78707462,2014,WPO,seagreen
CHC_14-06_B6824_B_20855,23.61,49.78428571,0.145998571,0.223257143,173.0857143,254.2428571,475.9,195.1428571,197.9571429,220.8428571,215.5285714,0.9636,3.456857143,45.93857143,28.85585714,66.91285714,2.366285714,-18.43285714,9169,3.928714286,125.1,75.25,95.86285714,31.50142857,20.02142857,NA,NA,NA,NA,NA,NA,NA,NA,-17.57626221,2014,WPO,seagreen
CHC_14-06_B6825_B_20857,23.61,49.78428571,0.145998571,0.223257143,173.0857143,254.2428571,475.9,195.1428571,197.9571429,220.8428571,215.5285714,0.9636,3.456857143,45.93857143,28.85585714,66.91285714,2.366285714,-18.43285714,9169,3.928714286,125.1,75.25,95.86285714,31.50142857,20.02142857,NA,NA,NA,NA,NA,NA,NA,NA,-18.41419354,2014,WPO,seagreen
CHC_14-06_B6829_A_20851,23.61,49.78428571,0.145998571,0.223257143,173.0857143,254.2428571,475.9,195.1428571,197.9571429,220.8428571,215.5285714,0.9636,3.456857143,45.93857143,28.85585714,66.91285714,2.366285714,-18.43285714,9169,3.928714286,125.1,75.25,95.86285714,31.50142857,20.02142857,NA,NA,NA,NA,NA,NA,NA,NA,-17.00998491,2014,WPO,seagreen
CHC_14-06_B6830_A_20860,23.61,49.78428571,0.145998571,0.223257143,173.0857143,254.2428571,475.9,195.1428571,197.9571429,220.8428571,215.5285714,0.9636,3.456857143,45.93857143,28.85585714,66.91285714,2.366285714,-18.43285714,9169,3.928714286,125.1,75.25,95.86285714,31.50142857,20.02142857,NA,NA,NA,NA,NA,NA,NA,NA,-17.28797268,2014,WPO,seagreen
CHC_14-06_B6849_A_20866,23.60285714,44.13857143,0.157128571,0.224671429,160.9857143,253.2428571,474.4714286,196.2714286,199.3142857,218.5571429,216.1857143,0.9563,3.42,42.21,29.07314286,66.60857143,2.367285714,-18.36571429,9.371285714,4.049857143,118.7985714,72.32428571,96.1,33.32857143,19.62428571,NA,NA,NA,NA,NA,NA,NA,NA,-17.01768195,2014,WPO,seagreen
